1045,3151,4,"Très agréable et reposant.",1,"Vol annulé sans prise en charge."
1046,2416,3,"Hotel acceptable.",3,"Assez correct."
1047,1870,1,"Situation inacceptable, a fuir.",4,"Bon vol, service minimum."
1048,3282,4,"Bon hôtel, service réactif.",2,"Retard et bagages retardés."
1049,4156,4,"Très bon hôtel pour un séjour détente.",5,"Expérience premium, service impeccable."
1050,4879,2,"Peu de propreté dans les communs.",3,"Correct, services limités."
1051,2287,3,"Moyen, prestations limitées.",1,"Service client inexistant."
1052,3812,4,"Beau lieu, mais personnel parfois débordé.",4,"Bon vol, je recommande."
1053,6691,5,"Inoubliable, service cinq étoiles.",4,"Bon vol, personnel courtois."
1054,4557,5,"Service impeccable, chambres très propres.",3,"Moyen, aucun luxe."
1055,4977,2,"Propreté à revoir.",2,"Retard prolongé."
1056,4122,2,"Chambre vieillotte, mauvaise odeur.",1,"Expérience catastrophique."
1057,6219,3,"Satisfaisant, rien de spécial.",4,"Satisfaisant malgré petites attentes."
1058,6531,2,"Problèmes de réservation non gérés.",4,"Vol agréable et calme."
1059,3490,3,"Hôtel satisfaisant pour le prix.",4,"Bon vol, service minimum."
1060,772,1,"Salle de bain cassée, inacceptable.",5,"Équipage très pro, vol agréable."
1061,3170,5,"Parfait pour un week-end, calme et cosy.",5,"Super vol, personnel très aidant."
1062,5488,3,"Bien mais le personnel pourrait être plus accueillant.",5,"Ponctuel, propre et agréable."
1063,4596,3,"Séjour convenable, personnel correct.",1,"Annulation et aucun soutien."
1064,4765,1,"Situation inacceptable, a fuir.",5,"Parfait, rien à signaler."
1065,4582,4,"Très bon séjour, quelques améliorations.",1,"Aucun support clientèle, vol à éviter."
1066,2764,1,"Conditions inacceptables, à éviter.",5,"Vol parfait, je recommande la compagnie."
1067,3340,4,"Bon établissement, service efficace.",1,"Aucun support clientèle, vol à éviter."
1068,4777,5,"Chambre luxueuse, service 5 étoiles.",3,"Correct pour un vol court."
1069,6194,4,"Très satisfait, mais service lent au dîner.",1,"Vol annulé, trop d''attente."
1070,3192,5,"Expérience 5 étoiles, très satisfaisant.",1,"Vol épouvantable, personnel impoli."
1071,5911,1,"Hôtel hors service, très mauvaise expérience.",4,"Vol agréable malgré un léger retard."
1072,1152,2,"Peu d''aménagements.",1,"Annulé sans solution de rechange."
1073,6532,3,"Standard et correct.",5,"Vol parfait, je recommande la compagnie."
1074,144,5,"Expérience parfaite, je reviendrai.",4,"Vol satisfaisant."
1075,3337,5,"Expérience parfaite, je reviendrai.",4,"Vol correct, dommage le retard."
1076,1306,1,"Expérience catastrophique, évitez.",5,"Vol excellent, équipage très pro."
1077,2274,2,"Accueil froid, prestations moyennes.",5,"Expérience très confortable et ponctuelle."
1078,1848,1,"Conditions inacceptables, à éviter.",3,"Moyen, rien d''exceptionnel."
1079,3234,4,"Très bon séjour, quelques améliorations.",2,"Problèmes fréquents de logistique."
1080,5534,4,"Bon séjour avec de petites améliorations possibles.",3,"Assez correct."
1081,145,2,"Service insuffisant pour le tarif.",2,"Retard important."
1082,5343,2,"Bruyant et peu propre.",3,"Moyen, manque d''espace."
1083,1881,1,"Expérience catastrophique, évitez.",5,"Très satisfait, très bonne organisation."
1084,764,3,"Hotel simple mais fonctionnel.",5,"Voyage sans souci, service top."
1085,3372,4,"Bon hôtel, quelques améliorations nécessaires.",1,"Très déçu, vol annulé sans aide."
1086,4996,1,"Expérience catastrophique, évitez.",2,"Restauration insuffisante."
1087,3560,4,"Beau lieu, mais personnel parfois débordé.",3,"Assez correct."
1088,3638,1,"Mauvaise gestion, chambre inadmissible.",3,"Moyen, service minimal."
1089,5697,2,"Problèmes de réservation non gérés.",1,"Très déçu, vol annulé sans aide."
1090,5712,1,"Très déçu, hôtel horrible.",4,"Très bien, service convenable."
1091,6509,5,"Hôtel impeccable, service irréprochable et cadre agréable.",2,"Retard et mauvaise communication."
1092,4209,2,"Personnel peu professionnel.",1,"Chaotique, aucune information."
1093,5028,5,"Expérience parfaite, je reviendrai.",5,"Super vol, personnel très aidant."
1094,6541,5,"Personnel aux petits soins, propreté parfaite.",5,"Vol parfait, je recommande la compagnie."
1095,1672,1,"Inacceptable, problème majeur.",2,"Retard et mauvaise communication."
1096,3720,4,"Bon rapport qualité/prix global.",1,"Chaotique, aucune information."
1097,2310,1,"Séjour gâché par la saleté.",5,"Parfait du début à la fin, très pro."
1098,762,2,"Mauvais service au restaurant.",5,"Vol premium, excellent équipage."
1099,3200,1,"Expérience catastrophique, évitez.",3,"Moyen, pas mal."
1100,2743,3,"Hotel correct pour le prix payé.",1,"Chaotique, aucune information."
1101,6818,1,"Extrêmement décevant, évitez.",1,"Aucun support clientèle, vol à éviter."
1102,6193,4,"Bon rapport qualité/prix global.",1,"Très mauvaise expérience au sol."
1103,672,5,"Expérience incroyable, cadre et service top.",1,"Très mauvaise gestion des incidents."
1104,4117,4,"Chambre propre et calme.",1,"Très mauvaise gestion, bagages perdus."
1105,3262,2,"Propreté et service à revoir.",4,"Très bien pour le prix."
1106,5437,5,"Personnel professionnel et souriant, top.",3,"Acceptable, rien d''exceptionnel."
1107,331,4,"Très bien, petites améliorations à prévoir.",4,"Satisfaisant malgré petites attentes."
1108,2117,2,"Propreté à revoir.",3,"Moyen, rien d''exceptionnel."
1109,1585,5,"Calme, propre et bien situé, parfait.",5,"Expérience très confortable et ponctuelle."
1110,4205,5,"Chambre luxueuse, service 5 étoiles.",2,"Mauvaise gestion des bagages."
1111,726,2,"Peu de propreté dans les communs.",3,"Vol correct pour le prix."
1112,5059,3,"Correct pour une nuitée.",4,"Bon vol malgré petit retard."
1113,4969,3,"Correct mais wifi instable.",1,"Perte de bagages et mauvaise gestion."
1114,5741,5,"Accueil remarquable, beaucoup de petites attentions.",2,"Retard prolongé."
1115,3331,2,"Trop cher pour la qualité fournie.",3,"Correct, pas de luxe."
1116,1417,2,"Problèmes répétitifs pendant le séjour.",3,"Correct, pas de luxe."
1117,5929,3,"Acceptable, emplacement pratique.",1,"Vol chaotique, aucune aide."
1118,4716,1,"Désastreux, nous sommes partis tôt.",2,"Problèmes d''embarquement."
1119,6024,1,"Très mauvaise expérience globale.",2,"Retard et mauvaise communication."
1120,4852,3,"Assez bien pour une halte.",5,"Expérience très confortable et ponctuelle."
1121,4045,2,"Trop de bruit et peu de confort.",5,"Service excellent, vol confortable."
1122,6996,2,"Service insuffisant pour le tarif.",3,"Correct, pas de luxe."
1123,4271,4,"Séjour positif, quelques retards de service.",3,"Correct, pas de luxe."
1124,3329,3,"Correct, basique.",5,"Voyage sans souci, service top."
1125,2842,2,"Chambre usée et sale.",5,"Ponctuel et confortable, parfait."
1126,2829,2,"Bruit et mauvaises odeurs.",4,"Vol correct, dommage le retard."
1127,2704,2,"Problèmes d''hygiène récurrents.",5,"Super vol, personnel très aidant."
1128,3370,2,"Installations vieillissantes.",1,"Service désastreux, aucune organisation."
1129,1353,3,"Moyen, standard.",4,"Bon vol, ponctuel."
1130,299,1,"Chambre infestée, très mauvais.",2,"Restauration décevante."
1131,5700,4,"Bon standing, quelques détails à améliorer.",5,"Très bonne compagnie, je recommande."
1132,849,3,"Hotel simple mais fonctionnel.",1,"Service désastreux, aucune organisation."
1133,6280,5,"Personnel professionnel et souriant, top.",3,"Passable, correct."
1134,3992,1,"Expérience très négative, service inexistant.",2,"Retard non expliqué."
1135,6080,5,"Séjour royal, tout est parfait.",5,"Service haut de gamme et ponctuel."
1136,5419,3,"Hotel correct pour le prix payé.",5,"Équipage pro, service fluide."
1137,4110,3,"Satisfaisant, rien de spécial.",2,"Restauration faible."
1138,5816,1,"Pas d''eau chaude, pas de service.",2,"Personnel peu serviable."
1139,6782,5,"Séjour haut de gamme, prestations excellentes.",2,"Retard prolongé sans infos."
1140,3273,2,"Accueil décevant.",2,"Retard et mauvaise prise en charge."
1141,6864,4,"Chambre propre et calme.",2,"Problèmes d''embarquement."
1142,2134,1,"Personnel impoli et propreté absente.",3,"Acceptable pour un court trajet."
1143,2002,5,"Service top, chambre impeccable et calme.",4,"Satisfaisant malgré un retard mineur."
1144,774,4,"Très agréable et reposant.",5,"Service haut de gamme, très satisfait."
1145,6,2,"Peu de propreté dans les communs.",3,"Moyen, siège étroit."
1146,693,3,"Correct pour un petit budget.",5,"Très satisfait, très bonne organisation."
1147,4329,5,"Chambre parfaite, literie de qualité, rien à redire.",2,"Vol stressant et mal organisé."
1148,2965,3,"Passable, standard.",1,"Expérience à oublier."
1149,1041,4,"Très bon rapport qualité/prix.",2,"Mauvaise gestion des bagages."
1150,6696,4,"Très bon hôtel pour un séjour détente.",5,"Ponctuel et agréable, très bonne expérience."
1151,166,5,"Chambre luxueuse, service 5 étoiles.",5,"Confort remarquable, équipage pro."
1152,4651,2,"Mauvais service au restaurant.",2,"Problèmes au sol non gérés."
1153,3773,3,"Hotel correct pour le prix payé.",3,"Correct pour le prix."
1154,710,4,"Bon rapport qualité/prix global.",5,"Expérience très confortable et ponctuelle."
1155,1111,1,"Service inexistant, ne recommande pas.",4,"Satisfaisant, quelques délais."
1156,5910,3,"Correct pour un petit budget.",4,"Bon vol malgré un léger retard."
1157,4756,3,"Rien d''extraordinaire.",5,"Équipage top et service rapide."
1158,5363,2,"Confort insuffisant pour le prix.",4,"Vol agréable malgré le retard."
1159,4968,3,"Correct, sans extrême.",3,"Moyen, pas mal."
1160,1629,5,"Confort optimal, très bon emplacement.",5,"Très satisfait, très bonne organisation."
1161,581,2,"Trop cher pour la qualité fournie.",5,"Vol excellent, équipage très pro."
1162,3280,5,"Cadre sublime, prestations de grande qualité.",2,"Restauration décevante."
1163,2784,2,"Accueil froid, prestations moyennes.",3,"Moyen, pas exceptionnel."
1164,3016,3,"Bien mais le personnel pourrait être plus accueillant.",2,"Retard et mauvaise communication."
1165,2055,1,"Expérience honteuse, propreté insuffisante.",2,"Retard et bagages retardés."
1166,4768,2,"Bruit la nuit, service lent.",3,"Acceptable pour un court trajet."
1167,2453,2,"Problèmes de climatisation.",5,"Voyage agréable, tout bien organisé."
1168,810,4,"Bon hôtel, quelques améliorations nécessaires.",3,"Correct, siège étroit."
1169,134,5,"Ambiance chaleureuse, excellent petit-déjeuner.",5,"Confort et services irréprochables."
1170,1389,4,"Très satisfait, mais service lent au dîner.",4,"Vol agréable, personnel poli."
1171,2376,5,"Séjour relaxant, spa et services top.",1,"Perte de bagages et aucune aide."
1172,5158,1,"Hôtel dangereux, propreté zéro.",5,"Très bon confort, personnel professionnel."
1173,1124,2,"Personnel peu professionnel.",3,"Correct, sans extras."
1174,6261,4,"Bon séjour familial.",4,"Bon vol, service minimum."
1175,6595,3,"Hôtel correct, sans plus.",4,"Satisfaisant, mais embarquement lent."
1176,2569,4,"Séjour positif, quelques retards de service.",4,"Satisfaisant, mais embarquement lent."
1177,5554,2,"Problèmes de climatisation.",1,"Expérience catastrophique."
1178,6631,5,"Accueil chaleureux, prestations de qualité.",5,"Vol smooth, aucun souci."
1179,3357,5,"Personnel professionnel et souriant, top.",4,"Vol bien organisé."
1180,6180,2,"Chambre vieillotte, mauvaise odeur.",2,"Problèmes au sol non gérés."
1181,4249,5,"Calme, propre et bien situé, parfait.",3,"Moyen, manque de confort."
1182,4089,3,"Chambre correcte mais un peu petite.",2,"Problèmes au sol non gérés."
1183,1590,1,"Salle de bain cassée, inacceptable.",1,"Très mauvaise gestion des incidents."
1184,2348,3,"Satisfaisant, rien de spécial.",2,"Retard pénible."
1185,1505,4,"Excellent standing, petit bémol sur la carte.",3,"Moyen, manque d''espace."
1186,1530,2,"Chambre vieillotte, mauvaise odeur.",4,"Satisfaisant, petite attente."
1187,4099,4,"Très bon établissement, petit bémol sur le spa.",1,"Expérience catastrophique."
1188,5530,4,"Bon séjour, chambre propre.",1,"Vol annulé sans prise en charge."
1189,4304,3,"Conforme aux attentes.",3,"Moyen, beaucoup de monde."
1190,826,2,"Peu de propreté dans les communs.",3,"Correct, pas de luxe."
1191,914,2,"Bruit la nuit, service lent.",1,"Aucun service, très mauvais."
1192,6655,5,"Personnel aux petits soins, propreté parfaite.",3,"Moyen, acceptable."
1193,6083,1,"Problèmes d''hygiène, très mauvais.",3,"Moyen, manque d''espace."
1194,5275,5,"Séjour relaxant, spa et services top.",2,"Retard long, mauvaise communication."
1195,3037,4,"Bon rapport qualité/prix global.",2,"Retard et mauvaise communication."
1196,2439,1,"Situation inacceptable, a fuir.",4,"Très bien pour le prix."
1197,6963,3,"Correct mais un peu cher.",5,"Ponctuel et agréable, très bonne expérience."
1198,636,3,"Bien mais le personnel pourrait être plus accueillant.",3,"Moyen, bruyant."
1199,3410,5,"Excellente expérience, vais revenir.",3,"Assez correct."
1200,4966,2,"Installations vieillissantes.",4,"Bon vol, service correct."
1201,3669,3,"Moyen, petit-déjeuner basique.",3,"Correct, service minimal."
1202,2236,3,"Correct mais bruyant la nuit.",3,"Assez correct."
1203,5325,5,"Excellente expérience, vais revenir.",3,"Correct, mais trop de monde."
1204,3782,3,"Satisfaisant, rien de spécial.",5,"Vol confortable et efficace."
1205,2328,1,"Très déçu, conditions inacceptables.",1,"Aucun support client, horreur."
1206,1936,2,"Chambres mal isolées.",1,"Expérience déplorable, bagages abîmés."
1207,2706,2,"Mauvaise odeur dans la chambre.",2,"Problèmes d''organisation."
1208,946,2,"Equipements non fonctionnels.",4,"Bon vol, ponctuel."
1209,5279,5,"Séjour inoubliable, bravo à l''équipe.",1,"Bagages perdus et aucune aide."
1210,5662,1,"Conditions épouvantables, départ anticipé.",4,"Satisfaisant, petite attente."
1211,908,5,"Emplacement idéal, équipe très réactive.",5,"Service haut de gamme, très satisfait."
1212,1251,2,"Insonorisation insuffisante.",2,"Problèmes fréquents de logistique."
1213,6169,5,"Hôtel cosy, petits-déjeuners excellents.",2,"Problèmes de bagages."
1214,3104,2,"Peu de services proposés.",4,"Vol agréable, personnel poli."
1215,3418,4,"Bon standing, quelques détails à améliorer.",3,"Correct pour le prix."
1216,5145,1,"Très déçu, conditions inacceptables.",1,"Service désastreux, aucune organisation."
1217,6452,1,"Expérience catastrophique, évitez.",2,"Retard pénible."
1218,4680,4,"Très bon séjour, quelques améliorations.",5,"Très bon confort, personnel professionnel."
1219,5063,1,"Chambres sales, bruit constant.",5,"Équipage professionnel et attentif."
1220,924,1,"Séjour gâché par la saleté.",3,"Passable, pas de luxe."
1221,6493,5,"Prestations haut de gamme et personnel attentif.",3,"Moyen, acceptable."
1222,4664,1,"Très déçu, hôtel horrible.",4,"Bon vol, service présent."
1223,886,3,"Conforme aux attentes, rien d''exceptionnel.",3,"Correct, siège serré."
1224,4421,1,"Hôtel sale et dangereux.",3,"Correct mais serré."
1225,6305,3,"Hotel simple mais fonctionnel.",1,"Extrêmement décevant, évitez."
1226,3997,3,"Hotel acceptable.",4,"Bon vol malgré un léger retard."
1227,3174,3,"Acceptable, emplacement pratique.",4,"Vol bien passé."
1228,2049,5,"Calme, propre et bien situé, parfait.",2,"Retard prolongé."
1229,4318,3,"Correct mais cher.",1,"Aucun service, très mauvais."
1230,4442,1,"Hôtel dangereux et sale.",3,"Moyen, siège étroit."
1231,2235,1,"Chambre inadmissible, très sale.",2,"Retard important, mauvaise prise en charge."
1232,179,4,"Hôtel agréable, bien situé.",1,"Perte de bagages et mauvaise gestion."
1233,2095,4,"Très bon rapport qualité/prix.",3,"Assez correct."
1234,1624,3,"Correct mais wifi instable.",4,"Vol satisfaisant, snacks limités."
1235,6983,4,"Bon établissement, service efficace.",2,"Retard prolongé."
1236,6870,2,"Propreté et service à revoir.",5,"Sièges confortables et équipage souriant."
1237,1997,1,"Conditions inacceptables, à éviter.",5,"Service excellent, vol confortable."
1238,3896,2,"Pas à la hauteur des photos.",5,"Vol excellent, équipage très pro."
1239,3795,1,"Horrible, je ne reviendrai jamais.",2,"Retard et mauvaise prise en charge."
1240,2656,2,"Chambre usée et sale.",3,"Passable, pas de luxe."
1241,6956,1,"Mauvaise expérience, pas de remboursement.",4,"Bon vol malgré petit retard."
1242,2535,4,"Très bon, confort appréciable.",2,"Retard long, mauvaise communication."
1243,3265,1,"Très déçu, hôtel horrible.",4,"Bon vol, recommande."
1244,2162,5,"Personnel aux petits soins, propreté parfaite.",5,"Vol parfait, personnel attentionné et service excellent."
1245,3348,4,"Séjour positif, quelques retards de service.",2,"Problèmes récurrents de logistique."
1246,5494,2,"Mauvais service au restaurant.",2,"Inconfort notable."
1247,2877,3,"Rien à redire de particulier.",4,"Vol convenable, embarquement long."
1248,3956,4,"Bon hôtel, service réactif.",1,"Vol annulé, très mauvaise prise en charge."
1249,6125,3,"Correct mais bruyant la nuit.",2,"Problèmes fréquents de logistique."
1250,3144,3,"Correct mais wifi instable.",3,"Moyen, manque de confort."
1251,5562,3,"Moyen mais correct.",4,"Bon vol, ponctuel."
1252,5462,3,"Hotel simple mais fonctionnel.",3,"Correct, service minimal."
1253,5548,2,"Confort insuffisant pour le prix.",4,"Bon vol, boissons limitées."
1254,1192,2,"Problèmes d''hygiène récurrents.",3,"Moyen, aucun luxe."
1255,4798,5,"Calme, propre et bien situé, parfait.",2,"Restauration décevante."
1256,6291,2,"Problèmes répétitifs pendant le séjour.",1,"Vol chaotique et indigne."
1257,2017,4,"Séjour agréable, petit-déjeuner perfectible.",5,"Siège confortable et personnel souriant."
1258,851,5,"Accueil chaleureux, prestations de qualité.",1,"Aucun support client, horreur."
1259,4725,1,"Conditions épouvantables, départ anticipé.",4,"Satisfaisant, quelques délais."
1260,1179,5,"Parfait pour un week-end, calme et cosy.",3,"Correct, pas de luxe."
1261,2681,5,"Parfait pour les familles, nombreuses activités.",5,"Ponctuel et confortable, parfait."
1262,2738,5,"Service haut de gamme, prestation excellente.",3,"Moyen, sièges serrés."
1263,3178,4,"Bon hôtel, quelques petits défauts.",2,"Retard et mauvaise communication."
1264,2023,3,"Hotel correct, prix un peu élevé.",4,"Vol satisfaisant."
1265,417,5,"Parfait du début à la fin, service exceptionnel.",3,"Passable, correct."
1266,2686,3,"Correct pour un petit budget.",1,"Vol horrible, bagages perdus."
1267,6210,3,"Assez bien pour une halte.",4,"Vol bien géré."
1268,6364,2,"Problèmes d''hygiène récurrents.",2,"Inconfort notable."
1269,3988,4,"Très agréable et reposant.",1,"Bagages perdus et aucune aide."
1270,1910,3,"Passable, standard.",4,"Bon vol, service correct."
1271,3094,5,"Parfait pour les vacances, tout est pensé.",2,"Problèmes au sol mal gérés."
1272,1535,2,"Equipements non fonctionnels.",1,"Vol horrible, bagages perdus."
1273,6171,1,"Hôtel sale et dangereux.",1,"Expérience catastrophique."
1274,4712,3,"Conforme à la description.",4,"Vol agréable et calme."
1275,3435,5,"Service irréprochable, cadre magnifique.",3,"Correct, services limités."
1276,6259,3,"Hotel acceptable.",1,"Expérience catastrophique."
1277,187,5,"Service impeccable, chambres très propres.",3,"Moyen, passagers nombreux."
1278,1383,2,"Bruit la nuit, service lent.",2,"Retard important, mauvaise prise en charge."
1279,2536,5,"Accueil chaleureux, prestations de qualité.",5,"Parfait du début à la fin, très pro."
1280,4448,2,"Personnel peu aimable.",3,"Correct, sans extras."
1281,6064,5,"Parfait pour les familles, nombreuses activités.",5,"Siège confortable et personnel souriant."
1282,5664,2,"Propreté médiocre.",2,"Retard et incertitudes."
1283,4306,1,"Chambre infestée, très mauvais.",2,"Retard et mauvaise communication."
1284,2807,1,"Conditions inacceptables, à éviter.",2,"Retard prolongé sans infos."
1285,4940,4,"Séjour agréable, petit-déjeuner perfectible.",3,"Correct, siège serré."
1286,65,5,"Chambre luxueuse, service 5 étoiles.",5,"Ponctuel et confortable, parfait."
1287,1784,2,"Service médiocre.",5,"Équipage top et service rapide."
1288,6221,5,"Séjour inoubliable, bravo à l''équipe.",3,"Moyen, beaucoup de monde."
1289,6924,1,"Hôtel sale, fuite d''eau dans la chambre.",4,"Très bien pour le prix."
1290,6914,2,"Equipements défectueux.",5,"Vol premium, excellent équipage."
1291,1231,1,"Très déçu, conditions inacceptables.",5,"Parfait, rien à signaler."
1292,861,5,"Chambre parfaite, literie de qualité, rien à redire.",3,"Correct, mais confort moyen."
1293,6084,2,"Peu de propreté dans les communs.",4,"Bon vol, service présent."
1294,6491,3,"Satisfaisant, rien de spécial.",1,"Perte de bagages et mauvaise gestion."
1295,510,4,"Chambre propre et calme.",5,"Très bonne compagnie, je recommande."
1296,312,1,"Service inexistant, très mauvais.",5,"Vol parfait, personnel attentionné et service excellent."
1297,2832,1,"Très mauvaise expérience globale.",1,"Perte de bagages et mauvaise gestion."
1298,2581,5,"Service impeccable, chambres très propres.",3,"Assez correct."
1299,6916,1,"Problèmes d''hygiène, très mauvais.",1,"Aucun support client, horreur."
1300,1519,3,"Correct mais un peu cher.",3,"Passable, correct."
1301,6245,5,"Parfait pour les vacances, tout est pensé.",4,"Bon vol, boissons limitées."
1302,1108,1,"Désastreux, nous sommes partis tôt.",3,"Correct, pas de luxe."
1303,6047,2,"Mauvais rapport qualité/prix.",4,"Vol bien organisé."
1304,6685,1,"Mauvaise gestion, chambre inadmissible.",1,"Situation cauchemardesque, évitez."
1305,3391,5,"Ambiance chaleureuse, excellent petit-déjeuner.",1,"Service désastreux, aucune organisation."
1306,878,4,"Chambre propre et calme.",4,"Vol standard mais agréable."
1307,1457,2,"Propreté douteuse.",5,"Confort remarquable et équipage top."
1308,6132,1,"Expérience à éviter absolument.",3,"Moyen, trop de passagers."
1309,2435,2,"Problèmes de réservation non gérés.",1,"Vol annulé, trop d''attente."
1310,5996,4,"Très bon rapport qualité/prix.",3,"Standard, rien d''exceptionnel."
1311,603,1,"Horrible expérience, chambres impraticables.",1,"Expérience calamiteuse."
1312,576,2,"Peu d''aménagements.",2,"Retard et manque de communication."
1313,6712,1,"Extrêmement décevant, évitez.",4,"Bon vol, service rapide."
1314,6110,3,"Correct mais un peu cher.",3,"Correct, siège étroit."
1315,1938,5,"Luxueux, service irréprochable et attentionné.",2,"Mauvaise gestion des bagages."
1316,1409,2,"Peu de services proposés.",4,"Vol correct, service présent."
1317,1819,1,"Chambre sale, expérience très décevante.",4,"Bon confort, service correct."
1318,1854,2,"Chambre usée et sale.",3,"Moyen, siège étroit."
1319,6805,4,"Très bon séjour malgré un petit retard.",4,"Bon confort, service correct."
1320,1274,5,"Expérience sublime, excellent rapport qualité.",5,"Ponctuel, propre et agréable."
1321,3425,5,"Expérience parfaite, je reviendrai.",4,"Bon vol, service rapide."
1322,4682,4,"Bon séjour, chambre propre.",4,"Vol bien géré."
1323,420,3,"Correct, mais rien d''exceptionnel.",2,"Bagages endommagés à l''arrivée."
1324,6173,1,"Chambre ravagée et sale.",2,"Retard long, mauvaise communication."
1325,2269,3,"Conforme aux attentes, rien d''exceptionnel.",2,"Restauration décevante."
1326,3064,3,"Satisfaisant pour une étape.",5,"Équipage professionnel et attentif."
1327,440,1,"Hôtel dangereux et sale.",3,"Moyen, acceptable."
1328,1322,3,"Correct mais isolé.",5,"Très bonne expérience, siège confortable."
1329,6856,2,"Mauvais rapport qualité/prix.",4,"Satisfaisant, quelques attentes."
1330,5514,2,"Equipements vieillissants.",2,"Retard et bagages retardés."
1331,1501,3,"Moyen, standard.",3,"Moyen, service minimal."
1332,3006,5,"Parfait pour les familles, nombreuses activités.",4,"Satisfaisant malgré un petit retard."
1333,5266,1,"Hôtel sale et bruyant.",2,"Problèmes récurrents de logistique."
1334,3404,2,"Bruit et mauvaises odeurs.",5,"Voyage parfait, mise en place professionnelle."
1335,3682,5,"Personnel professionnel et disponible 24/7.",5,"Vol confortable et efficace."
1336,3411,3,"Hôtel moyen, rien d''exceptionnel.",5,"Confortable et rapide, top."
1337,783,3,"Correct mais isolé.",2,"Inconfortable et bruyant."
1338,6113,3,"Conforme à la description.",1,"Baggages perdus et aucune aide."
1339,2707,3,"Assez bien pour une halte.",4,"Satisfaisant, recommande."
1340,3353,2,"Personnel peu aimable.",3,"Moyen, trop de passagers."
1341,2027,1,"Pas d''eau chaude, pas de service.",5,"Vol excellent, très satisfait."
1342,5087,3,"Assez bien pour une halte.",4,"Satisfaisant malgré un retard mineur."
1343,2816,3,"Hôtel moyen, rien d''exceptionnel.",1,"Service client inexistant."
1344,4082,5,"Hôtel charmant, déco soignée et personnel souriant.",2,"Retard long, mauvaise communication."
1345,5101,2,"Propreté et service à revoir.",2,"Retard pénible."
1346,1105,5,"Calme, propre et bien situé, parfait.",2,"Peu d''informations durant le retard."
1347,5470,2,"Personnel peu professionnel.",5,"Vol impeccable, service 5 étoiles."
1348,3549,5,"Ambiance chaleureuse, excellent petit-déjeuner.",3,"Assez correct."
1349,652,4,"Séjour agréable, petit-déjeuner perfectible.",2,"Retard important et mauvaise prise en charge."
1350,1123,1,"Pas d''eau chaude, pas de service.",4,"Satisfaisant malgré un petit retard."
1351,6377,4,"Très bon hôtel, quelques défauts mineurs.",4,"Bon vol malgré un léger retard."
1352,2751,2,"Propreté et service à revoir.",5,"Parfait du début à la fin, très pro."
1353,3572,2,"Mauvais rapport qualité/prix.",3,"Correct, pas de luxe."
1354,4137,3,"Moyen mais correct.",5,"Service haut de gamme et ponctuel."
1355,781,2,"Trop de bruit et peu de confort.",5,"Voyage agréable, tout bien organisé."
1356,4434,4,"Bon séjour, propreté au rendez-vous.",5,"Très bonne expérience, siège confortable."
1357,4709,5,"Service top, chambre impeccable et calme.",1,"Annulation sans solution, très mauvais."
1358,3441,5,"Parfait pour les familles, nombreuses activités.",1,"Expérience désastreuse."
1359,1611,2,"Accueil moyen et équipement dépassé.",2,"Mauvaise communication."
1360,6232,4,"Bon séjour, quelques petits défauts.",3,"Standard, rien d''exceptionnel."
1361,1414,4,"Très bon rapport qualité/prix.",3,"Correct, siège étroit."
1362,6043,1,"Expérience catastrophique, évitez.",2,"Restauration insuffisante."
1363,5316,2,"Propreté douteuse.",4,"Vol agréable et calme."
1364,77,3,"Séjour convenable, personnel correct.",4,"Vol satisfaisant, snacks limités."
1365,4005,3,"Passable, standard.",3,"Vol correct, confort moyen."
1366,4775,5,"Hôtel de rêve, prestations haut de gamme.",1,"Extrêmement décevant, évitez."
1367,3875,4,"Très bien, personnel accueillant.",2,"Vol stressant et mal organisé."
1368,5438,5,"Prestations haut de gamme et personnel attentif.",2,"Retard et mauvaise communication."
1369,6427,5,"Luxueux, service irréprochable et attentionné.",1,"Expérience à oublier."
1370,1352,4,"Très bon séjour malgré un petit retard.",5,"Équipage pro, service fluide."
1371,6730,4,"Bon établissement, service efficace.",3,"Assez correct."
1372,1565,5,"Confort optimal, très bon emplacement.",2,"Retard important sans explication."
1373,2810,2,"Problèmes de climatisation.",1,"Annulation et aucun soutien."
1374,5644,3,"Bien mais le personnel pourrait être plus accueillant.",1,"Vol annulé, trop d''attente."
1375,5330,2,"Equipements vieillissants.",3,"Acceptable, mais serré."
1376,4492,4,"Bon rapport qualité/prix, recommande.",1,"Extrêmement décevant, évitez."
1377,670,1,"Extrêmement décevant, évitez.",1,"Retard long et aucune aide."
1378,4127,4,"Bonne adresse, literie confortable.",4,"Satisfaisant, mais embarquement lent."
1379,5403,4,"Séjour agréable, petit-déjeuner perfectible.",3,"Correct, siège étroit."
1380,5879,3,"Moyen, standard.",2,"Retard important."
1381,4797,4,"Séjour agréable, recommande.",1,"Baggages perdus et aucun suivi."
1382,4011,5,"Parfait pour se reposer, cadre exceptionnel.",4,"Bon vol, service présent."
1383,1544,1,"Horrible, je ne reviendrai jamais.",4,"Bon vol, service minimum."
1384,1229,5,"Chambre parfaite, literie de qualité, rien à redire.",3,"Moyen, sièges serrés."
1385,3062,5,"Séjour haut de gamme, prestations excellentes.",3,"Acceptable, mais serré."
1386,4987,5,"Emplacement idéal, équipe très réactive.",3,"Moyen, manque de confort."
1387,2327,4,"Bon séjour avec de petites améliorations possibles.",2,"Problèmes de logistique."
