NUM_RESERVATION,NUM_VOL_ALLER,NUM_VOL_RETOURNER,ID_HOTEL,CODE,ID_CLIENT,DATE_RESERVATION,DEBUT_SEJOUR,DUREE_SEJOUR
1454,200288,363161,22,GRP,4864,2023-07-12,2024-01-18,1036
1455,131934,457567,706,IND,3341,2023-07-04,2023-08-21,792
1456,16788,361373,578,IND,3868,2024-08-23,2025-10-18,126
1457,305411,439864,561,GRP,887,2023-06-24,2026-06-20,131
1458,4645,467473,263,IND,3887,2025-01-13,2025-02-08,685
1459,453134,360826,649,IND,991,2023-12-24,2025-12-11,180
1460,198115,90644,886,IND,2552,2023-02-16,2024-01-04,270
1461,162625,201048,626,IND,4777,2024-02-19,2024-02-21,276
1462,59496,81074,420,IND,4615,2024-02-20,2026-03-25,259
1463,661,266175,884,GRP,2190,2023-05-31,2023-08-31,867
1464,242557,289261,721,GRP,3626,2023-05-27,2026-07-09,57
1465,280099,353835,659,GRP,660,2025-03-15,2026-04-01,185
1466,293331,258119,342,IND,4342,2024-06-02,2026-07-11,140
1467,139720,415408,762,GRP,1457,2024-01-01,2025-11-24,239
1468,379340,390589,500,GRP,4672,2026-01-05,2026-07-17,138
1469,430865,305878,570,GRP,3959,2024-09-07,2026-09-17,45
1470,300560,373936,896,IND,1536,2024-01-28,2026-08-16,27
1471,83767,56702,333,GRP,2319,2023-02-27,2023-11-18,778
1472,8326,291160,252,IND,3427,2024-05-30,2025-06-23,219
1473,440407,52669,473,GRP,1349,2025-02-26,2026-02-05,120
1474,376101,371123,884,IND,4508,2025-09-27,2026-07-02,161
1475,414787,468944,203,GRP,1662,2024-03-11,2026-11-13,30
1476,151408,190145,383,GRP,586,2024-12-25,2026-08-11,137
1477,114145,349413,763,IND,1205,2023-03-04,2025-11-20,377
1478,330335,416318,717,IND,73,2024-08-14,2026-08-29,10
1479,113454,324349,515,IND,3627,2024-04-30,2024-05-12,549
1480,187957,284668,919,IND,3402,2023-09-12,2023-09-19,822
1481,399612,287945,514,GRP,3773,2025-05-26,2025-11-29,51
1482,333993,136296,845,GRP,693,2023-04-30,2025-11-29,83
1483,152880,430708,796,GRP,3455,2023-03-20,2023-05-02,1049
1484,13604,111267,415,GRP,542,2023-01-02,2023-01-07,675
1485,216773,60627,228,GRP,1950,2024-04-18,2025-04-25,398
1486,205789,474531,7,IND,4967,2023-02-26,2024-06-03,776
1487,382277,249710,200,GRP,4230,2024-01-17,2026-10-17,63
1488,314496,280800,137,IND,3389,2023-01-03,2025-11-28,172
1489,82085,141094,909,IND,4265,2023-07-20,2024-03-01,676
1490,358747,172721,202,IND,4260,2025-06-14,2026-07-01,81
1491,47106,440609,8,IND,2440,2023-03-01,2026-08-31,91
1492,102011,174079,422,IND,2549,2023-04-11,2023-06-12,369
1493,290714,373557,914,IND,308,2023-05-21,2026-04-22,240
1494,200190,112148,457,GRP,3926,2023-12-06,2024-03-20,50
1495,111250,253233,912,IND,2235,2023-10-03,2025-08-18,409
1496,474873,449850,137,IND,1245,2025-12-15,2026-09-08,88
1497,340388,163066,347,IND,2312,2024-02-28,2026-05-22,163
1498,328377,377950,160,IND,4278,2024-02-21,2026-07-29,57
1499,283737,356490,495,GRP,4103,2024-11-18,2026-05-07,162
1500,177454,341979,606,IND,3456,2023-03-20,2026-01-01,278
1501,107846,411469,601,IND,4771,2023-05-13,2024-05-18,666
1502,83564,259920,556,IND,4063,2023-02-18,2023-10-12,975
1503,284456,114849,631,GRP,1110,2025-04-06,2025-11-11,349
1504,755,238454,387,GRP,1476,2026-03-24,2026-05-29,139
1505,333448,52783,398,GRP,3690,2023-08-03,2026-09-28,29
1506,391554,427703,791,GRP,1750,2025-04-05,2026-01-13,231
1507,115479,431540,657,GRP,4462,2023-06-05,2023-07-22,1084
1508,432163,21145,839,IND,4020,2023-02-11,2026-11-16,6
1509,34266,68871,37,GRP,679,2023-06-23,2026-04-16,161
1510,440844,342741,534,IND,3130,2023-11-05,2025-11-01,219
1511,34332,388152,691,IND,672,2026-01-20,2026-03-13,4
1512,249358,332394,705,IND,4795,2025-04-10,2025-12-17,273
1513,79151,189851,343,GRP,1130,2023-04-01,2025-09-13,340
1514,4139,379920,639,IND,4433,2025-05-24,2026-02-23,214
1515,141352,255224,525,IND,1119,2023-05-03,2026-01-23,249
1516,312316,326313,310,IND,4309,2025-05-09,2026-03-15,165
1517,97355,263429,838,GRP,1815,2026-09-18,2026-11-11,24
1518,345247,465519,900,IND,4321,2025-10-13,2026-03-30,213
1519,428635,249565,668,IND,4150,2024-07-15,2026-05-18,96
1520,274472,375429,909,IND,259,2023-08-30,2026-09-22,40
1521,430731,2899,141,IND,902,2023-10-01,2025-12-11,364
1522,113107,262408,322,IND,493,2024-01-01,2024-11-18,504
1523,336286,350375,423,GRP,1652,2023-07-24,2026-07-14,123
1524,407978,372097,254,IND,4313,2023-02-25,2025-11-19,181
1525,269751,259575,913,GRP,2351,2025-09-11,2026-03-07,154
1526,21072,405853,878,IND,4251,2023-12-03,2025-11-13,149
1527,347735,205118,714,GRP,4824,2024-09-10,2026-02-14,301
1528,86070,209770,653,GRP,1956,2024-03-04,2024-06-23,776
1529,68855,159740,459,GRP,1837,2023-01-14,2023-01-25,814
1530,424954,263637,664,GRP,4923,2023-06-29,2026-07-24,55
1531,96716,260368,778,GRP,2794,2023-10-20,2024-01-16,892
1532,304125,258466,574,GRP,1731,2025-09-07,2026-01-23,114
1533,64081,339285,152,GRP,47,2023-12-23,2026-01-05,175
1534,50612,288296,692,IND,974,2024-02-01,2026-08-23,25
1535,73557,5277,616,GRP,127,2023-02-01,2023-03-07,950
1536,79030,362765,390,GRP,550,2023-03-10,2024-02-03,733
1537,46312,350589,361,GRP,659,2023-11-30,2024-05-24,894
1538,316144,244187,51,IND,4345,2025-08-29,2026-01-12,320
1539,270304,294248,35,GRP,256,2023-06-03,2025-12-22,207
1540,9417,313261,8,IND,4967,2023-08-29,2025-08-08,255
1541,80205,422697,347,GRP,1637,2023-01-03,2023-03-23,1311
1542,217539,262913,573,IND,3920,2024-10-13,2025-01-06,612
1543,22896,33192,210,GRP,1617,2023-03-01,2023-10-02,927
1544,116765,243903,35,IND,399,2024-12-06,2025-01-13,286
1545,137558,71440,1,GRP,1763,2025-04-14,2026-06-29,108
1546,441950,357763,652,GRP,401,2024-10-21,2026-03-14,200
1547,70695,332113,616,IND,2625,2024-09-15,2025-12-01,367
1548,372779,18167,710,IND,2406,2024-06-24,2026-01-12,257
1549,168688,352686,408,GRP,1553,2023-01-04,2023-01-29,1407
1550,183141,159722,398,GRP,4226,2023-02-08,2025-09-16,356
1551,65186,280567,631,GRP,1659,2024-12-31,2025-05-10,207
1552,406332,313656,386,GRP,3013,2023-11-01,2025-11-14,80
1553,397011,240815,816,IND,4483,2023-12-03,2026-09-21,13
1554,398948,305306,436,GRP,2717,2025-05-05,2026-06-23,145
1555,431956,380611,3,IND,1763,2023-05-26,2026-08-03,43
1556,342518,24431,203,IND,1669,2023-04-14,2026-10-20,44
1557,348863,251118,564,IND,4833,2023-07-09,2026-09-13,29
1558,83478,375251,34,IND,1656,2023-10-10,2026-10-21,29
1559,346863,468518,144,IND,2009,2023-08-24,2025-12-30,21
1560,257391,418577,422,GRP,2712,2026-04-27,2026-09-21,21
1561,345258,312893,805,IND,3108,2026-06-30,2026-07-18,21
1562,158803,317010,784,GRP,146,2023-03-12,2023-08-06,997
1563,112725,183475,767,GRP,2188,2023-01-28,2023-08-04,595
1564,465864,326525,303,GRP,717,2024-08-17,2025-12-01,393
1565,112300,339032,265,IND,1216,2023-01-07,2023-04-22,966
1566,223555,253587,87,GRP,4031,2025-03-13,2025-10-18,109
1567,419382,424194,843,GRP,1283,2024-12-24,2026-01-18,250
1568,297267,176083,229,GRP,1015,2026-05-31,2026-10-02,15
1569,15262,416154,238,GRP,310,2023-08-22,2023-08-24,905
1570,306976,430265,577,GRP,2832,2024-07-17,2025-11-16,219
1571,351161,261305,705,GRP,1839,2023-12-07,2025-11-13,70
1572,57847,91900,43,IND,821,2026-05-23,2026-07-28,98
1573,380631,268048,425,IND,363,2023-10-15,2025-10-24,192
1574,12176,131936,851,GRP,3979,2023-10-28,2024-03-03,319
1575,386156,471903,869,IND,4516,2024-02-04,2025-11-25,395
1576,129193,16420,818,GRP,2820,2025-05-24,2025-10-20,384
1577,347432,474677,728,IND,2138,2023-04-08,2026-08-05,48
1578,4461,388129,138,GRP,3529,2024-12-21,2026-09-17,56
1579,289730,21713,914,IND,2988,2025-07-10,2025-12-25,281
1580,403266,173211,485,IND,801,2025-11-10,2025-12-09,243
1581,101179,247908,904,IND,3268,2023-04-23,2026-04-26,58
1582,317454,305699,876,IND,247,2024-12-21,2026-02-22,96
1583,104745,30672,378,IND,3117,2024-12-28,2025-03-21,77
1584,153534,390941,115,IND,1754,2024-05-11,2025-07-17,358
1585,318853,455798,51,GRP,989,2023-10-11,2026-02-12,294
1586,397205,264569,154,GRP,257,2025-04-19,2025-12-21,257
1587,421432,361716,739,GRP,438,2024-12-07,2025-12-28,3
1588,85749,227113,623,GRP,4565,2023-09-23,2024-10-15,430
1589,325322,320561,627,GRP,3253,2025-11-03,2026-07-24,37
1590,61285,313385,443,IND,1397,2024-11-25,2026-11-07,9
1591,117261,326135,564,IND,1472,2023-07-24,2024-03-02,964
1592,17484,188582,806,IND,4331,2023-01-12,2023-02-13,1198
1593,9415,348261,472,IND,3833,2026-06-20,2026-10-08,19
1594,138207,445636,886,GRP,1946,2024-12-08,2026-06-25,147
1595,421535,154544,564,GRP,840,2024-06-03,2026-09-21,72
1596,273595,433895,881,GRP,3485,2024-08-28,2025-11-29,206
1597,130341,325950,147,GRP,628,2023-09-26,2024-01-27,1033
1598,86832,358624,659,GRP,547,2023-09-15,2023-11-12,1095
1599,183839,442073,419,GRP,1324,2023-10-10,2024-04-22,944
1600,72064,449945,600,GRP,4084,2023-04-20,2024-09-23,550
1601,403395,118006,103,GRP,4334,2025-07-10,2025-10-23,60
1602,331519,322288,668,IND,3763,2025-08-01,2026-01-16,62
1603,317653,377962,815,IND,4121,2025-08-17,2026-03-25,201
1604,449232,322050,297,GRP,2682,2025-10-17,2026-06-04,18
1605,360119,441697,801,IND,521,2023-05-12,2026-05-14,181
1606,162833,448103,895,GRP,4552,2025-02-01,2025-12-25,318
1607,32685,54906,553,IND,887,2023-03-07,2023-04-04,940
1608,219453,325598,423,GRP,1705,2023-04-17,2024-03-02,1032
1609,53141,357648,805,GRP,322,2024-01-12,2024-07-15,484
1610,425444,330648,146,IND,1228,2024-01-18,2026-08-12,114
1611,311701,449360,346,GRP,2757,2025-08-08,2026-11-18,29
1612,321064,84416,419,GRP,1542,2026-03-25,2026-06-01,139
1613,229417,370658,386,GRP,4159,2023-02-11,2024-06-22,589
1614,393941,33480,493,GRP,2339,2023-10-09,2026-10-09,71
1615,139841,403709,855,IND,640,2023-06-26,2023-08-11,944
1616,140840,53364,921,GRP,3994,2023-02-02,2023-02-08,677
1617,181893,430872,627,GRP,1771,2023-03-24,2023-08-19,1103
1618,48917,360853,462,GRP,3729,2023-06-16,2024-04-07,911
1619,379981,171451,625,GRP,4593,2025-07-10,2025-11-06,203
1620,143414,454909,666,GRP,3262,2023-06-19,2023-08-16,939
1621,164104,213172,171,IND,4174,2024-04-27,2024-08-29,13
1622,21767,452993,75,GRP,44,2024-06-25,2025-07-15,214
1623,375644,40662,630,GRP,1139,2024-06-02,2025-10-31,267
1624,202651,380463,11,IND,3502,2023-07-13,2024-06-18,831
1625,317531,436404,296,IND,616,2023-08-14,2025-10-23,68
1626,383274,415969,749,IND,2544,2023-12-27,2025-12-05,102
1627,189002,279593,44,GRP,4701,2023-09-21,2026-05-25,131
1628,437809,395610,601,GRP,4445,2024-08-25,2026-02-21,65
1629,99995,441025,232,GRP,3027,2023-02-05,2023-09-01,946
1630,80414,300463,433,GRP,4237,2023-04-18,2025-08-26,274
1631,47893,444411,464,GRP,4480,2024-05-26,2024-08-26,426
1632,423428,107710,358,GRP,2236,2026-06-02,2026-09-16,20
1633,409675,212809,874,GRP,4666,2026-04-29,2026-11-18,29
1634,145346,373167,440,GRP,4400,2024-02-08,2024-09-28,424
1635,50979,473195,113,IND,2929,2023-03-07,2025-05-17,545
1636,226982,306807,756,GRP,277,2023-06-14,2024-10-21,551
1637,166695,411423,398,IND,2304,2024-05-18,2025-04-24,461
1638,284741,326363,801,IND,2146,2025-02-20,2026-09-23,3
1639,380108,159899,694,IND,1199,2025-06-16,2026-06-27,115
1640,161045,279477,807,GRP,1217,2025-03-18,2025-08-28,177
1641,220738,254046,397,GRP,5002,2023-05-24,2025-06-24,420
1642,407452,408892,224,IND,3114,2025-04-29,2026-05-16,162
1643,224983,76549,540,GRP,3943,2023-12-14,2024-09-03,657
1644,218277,345811,560,IND,2870,2025-11-21,2026-04-11,203
1645,9244,191668,121,IND,2768,2023-04-22,2024-06-28,215
1646,60882,12570,377,GRP,2942,2023-01-22,2023-02-04,38
1647,289598,269668,386,IND,1830,2025-11-22,2026-03-08,225
1648,218752,76130,422,GRP,1546,2025-09-19,2026-11-03,20
1649,314069,372408,920,IND,4083,2026-04-12,2026-09-13,100
1650,12455,370376,258,GRP,4014,2023-02-28,2023-05-26,944
1651,441485,381540,649,IND,1375,2025-02-24,2025-12-12,253
1652,293156,403942,616,IND,3034,2024-06-16,2026-01-19,68
1653,141586,274224,829,IND,4971,2023-04-24,2026-09-12,6
1654,60020,380014,865,IND,3002,2025-01-03,2025-08-28,475
1655,209146,386958,493,IND,3706,2024-12-18,2025-12-12,326
1656,262683,411226,542,IND,2765,2025-05-07,2026-01-01,51
1657,348174,332612,662,GRP,2881,2023-08-19,2026-06-08,16
1658,378090,23017,116,GRP,3385,2024-06-20,2026-06-15,67
1659,186483,466498,774,IND,419,2023-03-16,2024-09-24,393
1660,274399,167302,418,IND,2016,2023-08-22,2026-11-08,27
1661,398685,304773,102,GRP,2619,2024-06-16,2025-11-30,197
1662,219008,30856,724,IND,276,2023-07-28,2024-12-02,291
1663,172682,43858,165,IND,3576,2024-08-11,2024-11-01,752
1664,21138,415699,177,IND,3878,2025-08-08,2026-06-24,163
1665,372961,273750,534,IND,1966,2024-05-28,2025-10-21,171
1666,165776,282362,617,IND,4951,2024-11-17,2026-07-01,140
1667,249753,381712,624,GRP,1379,2025-04-12,2026-09-21,71
1668,81859,298509,167,IND,3723,2025-04-15,2026-06-12,174
1669,349402,42723,407,GRP,3643,2026-04-10,2026-09-10,21
1670,398027,65109,693,GRP,4415,2025-04-29,2026-08-24,59
1671,237934,416167,348,GRP,1522,2024-02-23,2026-06-07,75
1672,133144,420822,228,GRP,564,2023-08-28,2024-10-12,743
1673,55495,146838,548,IND,2113,2023-02-06,2023-10-02,933
1674,278443,378909,472,GRP,2610,2025-12-08,2026-07-26,7
1675,326699,393492,137,GRP,3596,2025-10-20,2026-08-06,54
1676,248892,249936,150,GRP,289,2025-01-05,2025-12-22,141
1677,120471,263089,496,IND,1488,2023-01-06,2026-10-26,53
1678,83124,98369,727,IND,519,2023-11-04,2024-06-21,34
1679,156288,266702,629,GRP,2557,2023-01-11,2023-01-26,1099
1680,422224,403479,261,GRP,1220,2025-10-05,2026-10-15,50
1681,469858,274761,333,IND,1953,2023-08-07,2026-03-05,148
1682,103252,99470,791,GRP,4420,2023-10-27,2024-07-20,596
1683,106466,36263,854,IND,2019,2023-03-22,2024-04-27,2
1684,347075,420007,445,GRP,4410,2023-03-20,2026-09-20,68
1685,225877,237435,752,IND,3825,2025-01-01,2025-03-15,215
1686,248015,186158,321,GRP,1131,2025-01-30,2026-05-11,98
1687,442566,260632,54,GRP,4450,2024-07-23,2026-06-04,28
1688,268281,458447,761,IND,385,2024-01-18,2026-05-02,182
1689,323876,323866,107,IND,2818,2024-08-21,2025-10-30,403
1690,177592,15060,479,IND,1055,2023-02-11,2023-04-24,72
1691,162887,468171,581,GRP,4322,2023-03-30,2024-03-10,943
1692,396739,442800,401,GRP,319,2023-03-15,2026-04-18,65
1693,89179,296939,168,IND,942,2023-04-19,2023-04-25,1264
1694,152127,256230,569,IND,2630,2023-03-10,2023-08-27,1044
1695,242688,81329,722,IND,2780,2023-09-02,2026-04-24,147
1696,20947,144037,656,IND,2596,2025-03-17,2026-08-14,73
1697,146402,147188,122,GRP,2768,2023-05-29,2023-07-27,392
1698,424775,117502,418,IND,1153,2024-05-15,2026-08-06,84
1699,363835,254823,702,IND,62,2024-08-08,2026-06-18,45
1700,21058,152645,379,GRP,2838,2023-12-28,2024-01-29,743
1701,345126,394608,577,GRP,4346,2024-04-08,2026-01-29,330
1702,66074,444665,233,GRP,2588,2025-05-15,2026-09-19,85
1703,456126,367028,550,GRP,344,2023-03-04,2025-10-27,184
1704,78456,105334,891,IND,2573,2023-10-06,2024-02-14,930
1705,283147,140524,6,IND,1778,2025-05-07,2026-03-13,29
1706,154604,4423,418,IND,2908,2023-09-25,2025-01-06,506
1707,280991,259089,740,IND,3195,2024-11-21,2026-03-04,210
1708,373449,279146,790,IND,3480,2023-08-02,2026-09-28,51
1709,17352,435676,602,GRP,4445,2024-09-05,2025-01-11,332
1710,182279,333256,17,GRP,3445,2023-03-26,2026-07-19,80
1711,425394,278379,264,GRP,4523,2025-06-21,2026-03-23,197
1712,270276,253562,722,GRP,523,2024-06-27,2026-05-13,129
1713,382098,163754,783,IND,2623,2024-08-23,2026-07-07,7
1714,103192,129872,592,GRP,2309,2023-07-16,2024-09-12,140
1715,70547,161321,848,IND,2467,2024-02-21,2026-01-23,136
1716,90717,143404,733,IND,3392,2023-08-12,2024-06-05,760
1717,343575,466100,135,GRP,3965,2025-07-03,2026-02-06,175
1718,292911,358234,646,IND,718,2026-01-31,2026-07-31,118
1719,236133,380861,623,GRP,361,2026-04-20,2026-04-26,67
1720,61201,220907,60,IND,1478,2023-06-11,2025-07-24,19
1721,378679,17057,355,IND,3161,2025-09-24,2026-03-22,279
1722,445669,303314,142,IND,1954,2025-08-24,2026-06-04,151
1723,107783,245260,562,IND,1472,2026-03-18,2026-07-15,59
1724,443440,243771,91,GRP,3051,2026-02-18,2026-03-21,75
1725,448122,253207,810,IND,82,2024-09-16,2025-11-01,277
1726,133424,188275,346,IND,1295,2023-09-29,2026-10-19,16
1727,448042,469471,1,IND,1763,2023-04-25,2026-06-29,17
1728,55966,93913,697,IND,4969,2023-06-19,2025-10-29,269
1729,473242,361281,290,IND,3739,2023-09-09,2026-02-13,157
1730,203484,450114,331,IND,3518,2024-03-13,2025-05-07,435
1731,274755,179671,638,IND,3772,2025-12-14,2026-03-21,68
1732,375657,375647,891,GRP,1822,2025-09-23,2025-12-18,231
1733,157789,449482,405,GRP,532,2023-03-07,2024-11-04,464
1734,62961,11522,673,GRP,2098,2025-04-01,2026-07-27,80
1735,20366,448699,101,IND,3459,2023-04-27,2025-10-08,414
1736,302154,8293,62,IND,4667,2025-08-21,2025-11-18,119
1737,243091,261822,663,GRP,3275,2026-03-25,2026-11-08,40
1738,23464,250267,646,IND,2202,2023-11-02,2024-07-07,827
1739,451707,425548,105,IND,444,2024-02-25,2025-12-18,318
1740,453583,70346,261,GRP,3344,2024-12-10,2025-11-24,88
1741,252570,345024,428,GRP,783,2025-04-21,2026-01-30,175
1742,312314,86135,304,IND,2310,2023-05-30,2025-11-03,275
1743,466346,90899,702,IND,4147,2025-03-24,2026-01-06,164
1744,349534,249463,845,GRP,825,2024-04-25,2026-08-06,1
1745,243404,447445,743,IND,2213,2023-10-18,2026-05-01,182
1746,402216,272493,898,IND,2868,2026-05-07,2026-08-11,87
1747,454866,266371,839,GRP,3064,2024-12-08,2026-03-06,255
1748,377869,128763,896,IND,4939,2023-01-01,2026-01-26,250
1749,353485,210833,609,IND,3155,2025-05-29,2026-10-07,52
1750,83257,328162,755,IND,1676,2023-05-18,2024-02-04,824
1751,77304,267657,621,IND,1230,2023-01-11,2023-05-03,1327
1752,88104,348698,736,GRP,4240,2023-04-07,2026-06-11,88
1753,6608,35122,496,IND,2121,2023-10-02,2023-12-08,871
1754,203129,418238,262,GRP,2468,2025-09-15,2026-04-20,181
1755,438286,342495,699,GRP,412,2025-11-09,2026-07-26,15
1756,20353,387131,754,GRP,2967,2024-08-19,2026-05-12,159
1757,216250,325954,290,IND,2154,2023-04-07,2024-06-23,493
1758,334837,437507,69,GRP,1277,2025-09-28,2026-09-02,94
1759,55266,356478,224,IND,1772,2023-05-09,2025-03-07,549
1760,237383,466968,891,GRP,4349,2025-07-09,2025-08-14,260
1761,207532,303743,911,GRP,676,2023-12-03,2025-06-25,439
1762,105110,204210,70,IND,4301,2023-11-07,2025-10-01,146
1763,412606,323852,189,GRP,2409,2023-11-17,2026-09-13,74
1764,369257,326982,156,GRP,2290,2025-03-23,2026-01-06,135
1765,402463,41697,548,IND,1251,2025-07-11,2026-03-11,162
1766,17045,288634,106,GRP,2428,2024-05-12,2025-01-09,447
1767,174385,404646,45,GRP,1280,2023-02-11,2023-02-28,1011
1768,313272,257784,756,GRP,4727,2023-02-28,2026-05-04,129
1769,404877,280452,684,GRP,2725,2024-11-24,2025-11-02,332
1770,366407,191701,388,GRP,2241,2025-10-15,2025-10-21,420
1771,33612,240956,662,GRP,2212,2024-01-16,2026-03-31,120
1772,417367,319694,424,IND,2921,2023-05-08,2025-10-22,192
1773,451070,239266,135,GRP,4507,2024-04-04,2026-03-24,265
1774,429154,446870,817,GRP,2399,2024-06-10,2025-10-29,345
1775,432708,403202,721,GRP,3325,2024-07-28,2026-01-25,332
1776,446360,443964,521,IND,139,2023-10-01,2026-10-26,42
1777,433000,398211,186,IND,475,2025-02-01,2026-09-01,95
1778,194936,452577,769,GRP,762,2026-01-31,2026-03-28,77
1779,326261,421348,471,GRP,4674,2026-08-29,2026-11-16,21
1780,100897,388632,781,IND,3670,2023-01-24,2025-10-09,224
1781,83133,468635,861,IND,3919,2023-04-04,2023-06-30,1083
1782,340736,435922,199,IND,4230,2024-11-11,2026-05-23,197
1783,365001,91323,611,IND,3083,2025-06-09,2026-03-20,51
1784,285580,90618,661,IND,3118,2023-05-20,2026-02-28,211
1785,363397,186694,788,GRP,3927,2024-10-25,2026-03-12,18
1786,241274,326220,328,IND,929,2025-12-11,2026-03-13,202
1787,168157,358317,697,IND,192,2024-05-17,2024-11-15,473
1788,412403,187072,802,IND,614,2024-11-25,2025-10-26,306
1789,305172,363177,436,IND,1287,2026-05-24,2026-08-05,108
1790,465665,452966,706,IND,3877,2025-06-14,2025-11-12,355
1791,49132,370577,643,GRP,748,2024-03-14,2024-12-17,352
1792,358265,46342,289,IND,2470,2024-03-05,2026-08-07,128
1793,94576,378333,841,GRP,2467,2023-04-27,2023-12-09,885
1794,474126,447429,526,GRP,4511,2024-08-08,2026-03-10,63
1795,180734,133185,163,IND,130,2025-07-29,2026-03-26,144
1796,249148,241382,469,GRP,4827,2023-05-29,2026-02-20,102
1797,264709,44721,635,IND,4023,2024-09-03,2026-05-12,54
1798,128362,33260,55,IND,58,2023-03-02,2023-10-14,148
1799,201135,178025,861,IND,3922,2023-09-22,2024-04-01,36
1800,154338,228994,468,GRP,3129,2023-05-22,2023-07-28,377
1801,199168,126681,693,IND,855,2023-05-11,2023-12-23,1018
1802,171901,204737,600,GRP,3259,2023-07-08,2024-07-03,143
1803,464700,258861,628,GRP,727,2026-03-14,2026-08-28,51
1804,204831,357286,818,GRP,2805,2024-03-08,2024-05-16,684
1805,198099,322617,788,IND,1014,2025-08-01,2026-04-23,191
1806,326967,208389,166,GRP,4019,2025-05-24,2025-12-18,321
1807,357060,340903,338,GRP,2346,2023-01-08,2026-08-06,107
1808,131390,455718,877,IND,968,2023-12-31,2026-05-29,148
1809,81775,414547,680,IND,2096,2025-01-17,2025-10-24,403
1810,442182,243795,462,GRP,313,2024-07-15,2026-01-08,278
1811,134125,278195,830,IND,3664,2023-04-04,2024-11-21,745
1812,354556,456787,843,GRP,3368,2023-09-12,2026-01-25,68
1813,185133,383583,734,GRP,161,2024-08-13,2025-09-08,373
1814,127118,373708,29,IND,3696,2023-05-28,2023-06-04,1228
1815,233604,180489,23,IND,191,2023-03-27,2023-07-26,1133
1816,215977,417974,705,GRP,2097,2025-07-20,2026-01-27,155
1817,85704,401204,269,IND,995,2023-01-07,2023-06-28,1281
1818,438350,381901,338,GRP,4201,2024-03-08,2026-10-14,31
1819,305190,339533,576,GRP,4867,2024-10-05,2026-04-30,161
1820,125700,37797,510,GRP,3773,2023-09-17,2023-10-01,343
1821,386553,363423,763,IND,2229,2023-10-19,2026-09-12,9
1822,193901,97959,780,IND,516,2024-02-09,2026-06-23,77
1823,103138,337424,143,IND,1353,2023-01-15,2023-02-11,1199
1824,11294,218708,485,IND,2378,2025-09-11,2026-07-20,98
1825,252179,389399,498,IND,3450,2025-08-25,2026-02-27,282
1826,17368,82381,689,IND,3134,2023-06-05,2023-08-16,550
1827,470573,355862,14,GRP,1896,2024-01-13,2026-06-18,65
1828,225216,441908,702,IND,4706,2023-10-26,2026-04-13,69
1829,451885,150606,575,IND,2663,2024-04-30,2026-02-26,201
1830,22336,304543,899,GRP,4209,2024-07-11,2026-01-30,305
1831,77869,305089,255,GRP,2215,2025-10-13,2026-02-11,26
1832,325441,392925,200,IND,1002,2025-01-09,2026-06-12,87
1833,457364,472355,769,GRP,3654,2025-11-08,2026-04-26,190
1834,191195,143663,28,GRP,3504,2025-12-17,2026-01-20,37
1835,76660,37848,395,IND,5002,2023-09-10,2024-06-28,829
1836,59780,291544,644,GRP,3519,2023-03-28,2023-04-28,1203
1837,342299,416202,652,IND,1956,2024-08-29,2025-12-15,327
1838,458540,319063,882,GRP,4876,2026-01-24,2026-06-25,155
1839,411721,267800,842,IND,3999,2026-02-28,2026-09-13,28
1840,289897,337434,401,GRP,1064,2024-03-04,2025-11-03,25
1841,148591,377538,224,IND,1628,2024-01-21,2024-07-10,498
1842,208960,234164,875,IND,968,2023-06-06,2025-06-04,446
1843,308281,309621,700,GRP,1831,2025-03-04,2026-06-09,152
1844,315262,382467,742,IND,4651,2023-07-26,2026-10-10,47
1845,319954,412654,34,GRP,4505,2023-03-01,2026-05-19,213
1846,353938,454691,410,GRP,2403,2024-12-01,2025-12-23,5
1847,302626,132811,716,GRP,1513,2025-11-20,2026-11-23,37
1848,123577,358135,776,IND,3634,2023-09-02,2026-08-07,57
1849,85641,312382,263,GRP,417,2026-01-15,2026-05-17,15
1850,216742,308378,326,GRP,2379,2024-02-07,2024-11-12,639
1851,453405,440536,626,IND,1975,2025-10-02,2026-12-02,6
1852,237595,448728,80,IND,2974,2023-09-18,2024-04-30,931
1853,30077,411201,47,IND,4414,2023-01-04,2023-01-22,1284
1854,9083,350108,672,IND,2096,2024-03-01,2026-02-19,212
1855,395216,265054,431,GRP,1909,2025-01-13,2026-04-11,141
1856,296948,197846,208,IND,3801,2023-02-14,2025-10-23,105
1857,161160,7421,143,GRP,1957,2023-11-30,2024-01-21,545
1858,212177,250346,630,IND,2492,2023-03-03,2023-03-30,980
1859,89637,14339,419,IND,3998,2023-02-28,2023-04-17,271
1860,243335,356730,541,GRP,2883,2023-12-05,2025-11-25,288
1861,93099,235723,304,GRP,2310,2023-09-20,2023-12-01,906
1862,115181,465339,20,GRP,2386,2023-11-30,2024-11-20,470
1863,202571,73273,617,GRP,3083,2023-01-06,2024-01-18,331
1864,79201,310286,787,GRP,2380,2026-01-10,2026-03-04,35
1865,57324,306046,849,GRP,640,2024-11-26,2026-03-19,128
1866,308507,262436,628,IND,4777,2023-04-18,2026-03-22,137
1867,159685,82656,351,IND,3351,2023-12-18,2024-04-14,831
1868,157052,290151,606,GRP,1289,2024-05-22,2024-08-28,699
1869,108623,196394,424,IND,1960,2023-04-26,2026-02-23,83
